Timestamp,Open,High,Low,Close,Volume
2025-01-06 08:50:00-05:00,223.33,223.5,223.29,223.33,164
2025-01-06 08:55:00-05:00,223.26,223.5,223.19,223.39,718
2025-01-06 09:00:00-05:00,223.22,223.5,223.22,223.3,274
2025-01-06 09:05:00-05:00,223.3,223.5,223.24,223.26,195
2025-01-06 09:10:00-05:00,223.5,223.5,223.18,223.44,332
2025-01-06 09:15:00-05:00,223.31,223.4988,222.95,223.01,3293
2025-01-06 09:20:00-05:00,222.93,223.2,222.8,222.91,586
2025-01-06 09:25:00-05:00,222.98,223.5,222.89,223.2,3058
2025-01-06 09:30:00-05:00,223.0,223.125,221.64,222.13,117502
2025-01-06 09:35:00-05:00,222.0,222.0,220.75,220.99,55117
2025-01-06 09:40:00-05:00,221.11,222.19,221.0329,221.695,75534
2025-01-06 09:45:00-05:00,221.975,222.8117,221.8131,222.795,45088
2025-01-06 09:50:00-05:00,222.74,223.25,222.56,223.23,43978
2025-01-06 09:55:00-05:00,223.1262,223.47,223.1262,223.14,18751
2025-01-06 10:00:00-05:00,223.13,223.87,223.0701,223.87,27193
2025-01-06 10:05:00-05:00,223.865,224.1,223.7052,223.93,30002
2025-01-06 10:10:00-05:00,223.995,224.23,223.59,223.59,42547
2025-01-06 10:15:00-05:00,223.595,223.595,223.16,223.5,38401
2025-01-06 10:20:00-05:00,223.55,223.57,223.07,223.325,35116
2025-01-06 10:25:00-05:00,223.286,224.03,223.16,223.995,28770
2025-01-06 10:30:00-05:00,223.9975,224.21,223.66,224.1325,29126
2025-01-06 10:35:00-05:00,224.15,224.24,223.9,224.125,22306
2025-01-06 10:40:00-05:00,224.04,224.17,223.94,224.0,24795
2025-01-06 10:45:00-05:00,224.02,224.06,223.54,223.65,29758
2025-01-06 10:50:00-05:00,223.655,224.35,223.655,223.94,38758
2025-01-06 10:55:00-05:00,223.9,224.08,223.59,223.715,17092
2025-01-06 11:00:00-05:00,223.715,223.84,223.15,223.205,23048
2025-01-06 11:05:00-05:00,223.25,223.2721,222.88,223.19,49624
2025-01-06 11:10:00-05:00,223.2,223.29,223.0441,223.2454,20245
2025-01-06 11:15:00-05:00,223.18,223.32,223.04,223.08,15623
2025-01-06 11:20:00-05:00,223.115,223.21,222.95,223.16,24233
2025-01-06 11:25:00-05:00,223.185,223.3,223.0,223.17,16622
2025-01-06 11:30:00-05:00,223.29,223.46,223.18,223.29,17850
2025-01-06 11:35:00-05:00,223.32,223.42,223.18,223.3055,22796
2025-01-06 11:40:00-05:00,223.32,223.3744,223.15,223.325,18625
2025-01-06 11:45:00-05:00,223.325,223.495,223.18,223.48,23049
2025-01-06 11:50:00-05:00,223.4,223.78,223.37,223.7799,18677
2025-01-06 11:55:00-05:00,223.715,223.86,223.6624,223.8,12897
2025-01-06 12:00:00-05:00,223.76,224.0,223.5701,224.0,16949
2025-01-06 12:05:00-05:00,224.07,224.14,223.66,223.96,23220
2025-01-06 12:10:00-05:00,223.96,224.06,223.77,223.83,27437
2025-01-06 12:15:00-05:00,223.845,223.93,223.65,223.65,15289
2025-01-06 12:20:00-05:00,223.7972,223.7972,223.6,223.67,10243
2025-01-06 12:25:00-05:00,223.675,223.675,223.36,223.42,13649
2025-01-06 12:30:00-05:00,223.38,223.46,223.3033,223.46,14122
2025-01-06 12:35:00-05:00,223.45,223.56,223.19,223.3,25353
2025-01-06 12:40:00-05:00,223.3,223.355,223.14,223.2,12977
2025-01-06 12:45:00-05:00,223.1903,223.41,223.1401,223.18,14119
2025-01-06 12:50:00-05:00,223.2,223.2,222.93,223.03,21326
2025-01-06 12:55:00-05:00,223.02,223.0344,222.66,222.82,21268
2025-01-06 13:00:00-05:00,222.82,222.8899,222.5,222.66,12125
2025-01-06 13:05:00-05:00,222.85,222.97,222.67,222.93,10086
2025-01-06 13:10:00-05:00,222.8549,223.045,222.8,223.045,14005
2025-01-06 13:15:00-05:00,223.045,223.09,222.86,222.96,13778
2025-01-06 13:20:00-05:00,222.96,223.2,222.87,222.99,17436
2025-01-06 13:25:00-05:00,222.98,222.98,222.7898,222.7898,11242
2025-01-06 13:30:00-05:00,222.8545,222.88,222.6787,222.76,21222
2025-01-06 13:35:00-05:00,222.7,222.85,222.69,222.85,17165
2025-01-06 13:40:00-05:00,222.9,222.98,222.5403,222.64,18895
2025-01-06 13:45:00-05:00,222.64,222.64,222.325,222.445,17962
2025-01-06 13:50:00-05:00,222.445,222.93,222.4252,222.745,17452
2025-01-06 13:55:00-05:00,222.78,222.87,222.63,222.64,19207
2025-01-06 14:00:00-05:00,222.67,222.7499,222.06,222.21,28041
2025-01-06 14:05:00-05:00,222.0873,222.49,222.0873,222.43,13551
2025-01-06 14:10:00-05:00,222.465,222.64,222.4101,222.55,13647
2025-01-06 14:15:00-05:00,222.5001,222.78,222.5001,222.61,18279
2025-01-06 14:20:00-05:00,222.61,222.7,222.55,222.63,13981
2025-01-06 14:25:00-05:00,222.6,222.7,222.52,222.5201,18618
2025-01-06 14:30:00-05:00,222.52,222.78,222.47,222.71,16738
2025-01-06 14:35:00-05:00,222.6909,222.81,222.65,222.7,13957
2025-01-06 14:40:00-05:00,222.72,222.75,222.57,222.66,23965
2025-01-06 14:45:00-05:00,222.73,222.89,222.6546,222.82,13856
2025-01-06 14:50:00-05:00,222.875,222.875,222.6,222.85,14146
2025-01-06 14:55:00-05:00,222.7996,222.7996,222.4025,222.47,24537
2025-01-06 15:00:00-05:00,222.48,222.55,222.32,222.4711,17334
2025-01-06 15:05:00-05:00,222.513,222.54,222.2,222.29,19938
2025-01-06 15:10:00-05:00,222.275,222.28,222.04,222.08,21766
2025-01-06 15:15:00-05:00,222.075,222.09,221.86,222.03,29645
2025-01-06 15:20:00-05:00,222.01,222.4799,221.922,222.36,22753
2025-01-06 15:25:00-05:00,222.33,222.36,222.23,222.27,12353
2025-01-06 15:30:00-05:00,222.32,222.601,222.32,222.475,33463
2025-01-06 15:35:00-05:00,222.46,222.704,222.4365,222.51,31498
2025-01-06 15:40:00-05:00,222.52,222.53,222.35,222.4,32892
2025-01-06 15:45:00-05:00,222.38,222.394,222.11,222.145,36751
2025-01-06 15:50:00-05:00,222.1,222.78,222.07,222.68,77066
2025-01-06 15:55:00-05:00,222.66,222.899,222.53,222.79,172172
2025-01-06 16:00:00-05:00,222.8,224.14,221.0,221.58,1200900
2025-01-06 16:05:00-05:00,222.67,224.14,222.5,222.74,118
2025-01-06 16:10:00-05:00,222.67,224.14,221.0,223.0,543919
2025-01-06 16:15:00-05:00,222.67,223.0,221.0,223.0,87
2025-01-06 16:20:00-05:00,224.14,224.14,223.0,223.0,9
2025-01-06 16:25:00-05:00,224.14,224.14,222.67,222.67,8477
2025-01-06 16:30:00-05:00,224.14,224.14,222.85,223.0,20
2025-01-06 16:35:00-05:00,222.67,222.84,222.67,222.67,43157
2025-01-06 16:40:00-05:00,222.85,223.61,222.85,223.61,13
2025-01-06 16:45:00-05:00,223.59,223.59,223.0,223.41,26
2025-01-06 16:55:00-05:00,223.4,223.4,223.4,223.4,1
2025-01-06 17:00:00-05:00,223.12,223.12,223.12,223.12,7
2025-01-06 17:05:00-05:00,223.01,223.01,222.99,222.99,69
2025-01-06 17:10:00-05:00,223.0,223.0,222.67,222.67,13
2025-01-06 17:15:00-05:00,222.9917,222.9917,222.9917,222.9917,1
2025-01-06 17:20:00-05:00,222.99,223.0,222.99,222.99,5
2025-01-06 17:35:00-05:00,222.85,222.85,222.85,222.85,20
2025-01-06 17:40:00-05:00,222.85,222.85,222.84,222.84,25
2025-01-06 17:45:00-05:00,223.0,223.0,223.0,223.0,4
2025-01-06 17:50:00-05:00,222.67,223.0,222.67,223.0,9
2025-01-06 17:55:00-05:00,223.0,223.0,223.0,223.0,23
2025-01-06 18:05:00-05:00,223.0,223.0,222.84,222.84,12
2025-01-06 18:15:00-05:00,222.85,222.85,222.68,222.69,40
2025-01-06 18:20:00-05:00,222.82,222.82,222.82,222.82,30
2025-01-06 18:25:00-05:00,222.82,222.82,222.82,222.82,1
2025-01-06 18:30:00-05:00,222.67,222.82,222.67,222.82,543863
2025-01-06 18:50:00-05:00,222.98,222.98,222.98,222.98,2
2025-01-06 18:55:00-05:00,222.82,222.83,222.82,222.82,22
2025-01-06 19:00:00-05:00,222.67,222.82,222.67,222.82,543863
2025-01-06 19:05:00-05:00,222.82,222.82,222.82,222.82,10
2025-01-06 19:10:00-05:00,223.0,223.0,223.0,223.0,1
2025-01-06 19:15:00-05:00,223.0,223.0,222.82,222.82,19
2025-01-06 19:20:00-05:00,223.0,223.0,223.0,223.0,18
2025-01-06 19:25:00-05:00,223.0,223.0,222.99,223.0,12
2025-01-06 19:30:00-05:00,222.999,222.999,222.999,222.999,15
2025-01-06 19:35:00-05:00,223.0,223.0,223.0,223.0,1
2025-01-06 19:40:00-05:00,222.82,222.83,222.82,222.83,10
2025-01-06 19:50:00-05:00,222.82,222.87,222.82,222.8218,24
2025-01-06 19:55:00-05:00,222.82,222.9,222.74,222.74,260
