Date,Open,High,Low,Close,Volume
2025-01-13,217.8900,219.5900,214.7500,217.4000,3716816
2025-01-14,218.0000,218.1250,214.6100,217.7500,3485829
2025-01-15,220.8700,221.6761,218.0100,220.0300,2951825
