Date,Open,High,Low,Close,Volume
2022-05-24,130.5700,134.3700,130.4200,133.8000,4189723
2022-05-25,132.8600,134.8200,132.8600,134.3900,3299303
2022-05-26,135.0000,137.5500,134.5200,136.8900,3929338
2022-05-27,137.3900,139.7394,137.2400,139.2700,4608215
2022-05-31,138.2000,139.8300,136.8100,138.8400,7978053
2022-06-01,139.6700,140.4699,138.5200,139.4300,3796488
2022-06-02,139.4500,140.2900,136.8500,140.1500,3734812
2022-06-03,140.2600,142.5794,139.7400,141.1800,4352213
2022-06-06,142.9800,144.7300,142.0000,142.8800,4767100
2022-06-07,142.6000,142.9800,140.9600,142.7800,2887051
2022-06-08,142.0700,142.8000,140.1500,140.8300,3005666
2022-06-09,140.1500,141.0400,137.9300,137.9600,3592551
2022-06-10,137.8000,137.8000,135.2500,136.1900,4661716
2022-06-13,133.9700,137.5700,133.7600,135.1100,6486044
2022-06-14,135.0000,136.9501,134.8600,135.7200,4607785
2022-06-15,136.0100,138.4500,135.5800,137.0600,4606887
2022-06-16,135.3000,136.2400,134.3900,135.6700,5386396
2022-06-17,135.9900,136.9800,132.8500,135.0200,12968509
2022-06-21,135.9000,138.5000,135.9000,137.8500,4089272
2022-06-22,136.1000,138.1800,136.0300,137.0800,3791635
2022-06-23,137.1400,138.6200,136.5000,138.4400,4547925
2022-06-24,139.2000,142.3700,139.1300,142.0600,11493012
2022-06-27,142.2600,143.8300,141.9500,142.8000,3935968
2022-06-28,142.9200,144.1550,141.3200,141.8600,4065202
2022-06-29,142.7400,143.5213,139.5000,140.7100,4161491
2022-06-30,139.5800,142.4600,139.2800,141.1900,4878020
2022-07-01,141.0000,141.6700,139.2600,141.1200,4012106
2022-07-05,139.9700,139.9700,135.2700,137.6200,6274067
2022-07-06,138.0000,139.1400,137.1300,138.0800,3237059
2022-07-07,138.9100,141.3250,138.8300,140.8300,3897077
2022-07-08,140.7600,141.3203,139.8200,140.4700,2820928
2022-07-11,140.6200,141.8700,140.1300,141.0000,3912773
2022-07-12,140.8400,141.5500,138.5650,139.1800,3235571
2022-07-13,137.1800,138.9000,136.8000,137.1800,4123213
2022-07-14,135.6000,139.4300,135.0200,139.0600,5298351
2022-07-15,140.6800,140.6800,138.6100,139.9200,4519320
2022-07-18,140.1500,140.3100,137.7844,138.1300,8231694
2022-07-19,131.5800,132.5600,127.7200,130.8800,29690535
2022-07-20,130.7000,130.7200,128.0600,129.1800,9882016
2022-07-21,128.7500,128.8100,125.1300,127.1500,11975361
2022-07-22,127.0300,128.3200,125.7100,128.2500,6467205
2022-07-25,128.4400,129.1257,127.9000,128.5400,4702352
2022-07-26,128.2600,129.3000,127.6300,128.0800,3645313
2022-07-27,127.9700,129.4300,127.5800,129.1200,4175625
2022-07-28,128.7500,129.8100,128.6060,129.2200,3913680
2022-07-29,129.5200,131.0000,129.3100,130.7900,5786815
2022-08-01,130.7500,132.7000,130.7000,132.0400,4142099
2022-08-02,132.2000,132.7800,130.5100,131.8100,4403633
2022-08-03,131.8200,132.8620,131.3200,132.3400,3088532
2022-08-04,132.1500,132.2866,131.0200,131.6400,3179789
2022-08-05,131.2500,132.6700,131.0700,132.4800,2586519
2022-08-08,133.1000,133.3500,132.0200,132.6100,3825145
2022-08-09,129.9200,130.7900,129.1200,129.4700,3495991
2022-08-10,130.7500,131.7800,130.3400,131.5000,3663995
2022-08-11,132.3600,133.2250,132.0000,132.5400,3501925
2022-08-12,132.6200,134.0900,131.9800,134.0100,2767054
2022-08-15,132.9600,135.1900,132.2400,134.9300,2791241
2022-08-16,134.6000,137.3700,134.4517,136.5600,4313600
2022-08-17,136.4600,138.4150,136.3000,137.7900,3667568
2022-08-18,137.7900,139.1200,137.7500,139.0700,3177726
2022-08-19,138.7500,139.3400,137.6600,138.3700,3155842
2022-08-22,137.6500,137.8500,135.4700,135.5500,3093629
2022-08-23,135.3700,136.1000,134.7200,134.7400,4141798
2022-08-24,134.8900,135.1100,133.1100,133.2300,2855421
2022-08-25,133.6500,134.4250,133.0700,133.9800,2706005
2022-08-26,134.1000,134.1800,130.3400,130.3800,4185254
2022-08-29,129.9900,131.4200,129.5700,130.3100,2751308
2022-08-30,130.5600,130.7700,129.2900,129.5800,2407888
2022-08-31,129.9200,130.0000,128.4000,128.4500,3490380
2022-09-01,128.4000,129.8173,127.7400,129.6600,3396219
2022-09-02,130.3000,130.5600,127.2400,127.7900,3040813
2022-09-06,127.8000,128.0600,126.3000,126.7200,3345343
2022-09-07,126.6900,127.8667,126.2800,127.7100,2401513
2022-09-08,127.2000,128.5400,126.5900,128.4700,2964613
2022-09-09,128.9000,129.4900,128.0600,129.1900,3293365
2022-09-12,130.3300,130.9900,129.8900,130.6600,3741168
2022-09-13,129.1400,129.9090,126.7709,127.2500,4565585
2022-09-14,127.5000,129.0000,126.8450,127.6900,3819067
2022-09-15,127.3900,127.4650,124.9000,125.4900,5141671
2022-09-16,124.3600,127.5300,123.8300,127.2700,9839696
2022-09-19,126.4900,128.0600,126.2800,127.7300,3981606
2022-09-20,126.9000,126.9900,125.5200,126.3000,2837485
2022-09-21,126.8900,127.8400,124.9200,124.9300,3389545
2022-09-22,124.7600,126.5100,124.4100,125.3100,4038335
2022-09-23,124.5300,125.0000,121.7400,122.7100,5195693
2022-09-26,122.3000,124.2600,121.7500,122.0100,3987817
2022-09-27,122.6000,123.9500,121.0800,121.7400,4117215
2022-09-28,121.6500,123.2300,119.8100,122.7600,4996378
2022-09-29,121.8500,122.6200,120.5700,121.6300,3817723
2022-09-30,121.6600,122.4300,118.6100,118.8100,5346108
2022-10-03,120.1600,122.2100,119.6000,121.5100,4261729
2022-10-04,122.8000,125.6500,122.5200,125.5000,4566055
2022-10-05,124.7100,126.4600,124.2300,125.7400,3212872
2022-10-06,124.8800,125.3000,121.7700,122.2300,5074624
2022-10-07,121.5000,121.8016,118.0700,118.8200,4499672
2022-10-10,119.7900,119.9600,117.0400,117.7500,5990008
2022-10-11,117.4600,119.2300,116.9400,117.8000,4043265
2022-10-12,118.0000,118.8100,117.2000,117.5700,3338754
2022-10-13,116.1000,122.1500,115.5450,121.7900,5837645
2022-10-14,121.8000,122.5400,119.8400,120.0400,3763840
2022-10-17,121.8000,122.8750,121.4300,121.5200,5458585
2022-10-18,123.0000,123.9400,121.8200,122.9400,5120336
2022-10-19,122.3600,123.9400,121.9875,122.5100,5906576
2022-10-20,126.2500,128.9600,125.1500,128.3000,13623115
2022-10-21,128.3900,130.8450,127.5900,129.9000,7201256
2022-10-24,130.9000,133.1100,129.8500,132.6900,5610914
2022-10-25,132.0000,133.3000,131.3000,132.9300,5957623
2022-10-26,133.7200,135.8630,132.8100,135.0100,5140023
2022-10-27,135.5500,136.4000,134.4450,134.7700,3993168
2022-10-28,135.5600,138.8615,135.2200,138.5100,5965457
2022-10-31,138.0600,138.7699,136.5950,138.2900,4915270
2022-11-01,138.2500,138.6500,136.7000,138.2000,3590607
2022-11-02,137.7500,140.1700,136.8000,136.8300,5365264
2022-11-03,136.4200,136.4800,133.9700,134.4700,4442443
2022-11-04,135.6500,137.7300,134.9400,136.9600,4177972
2022-11-07,136.6400,138.7000,136.5100,138.3400,4043062
2022-11-08,139.0000,140.9300,138.7200,140.0400,5042756
2022-11-09,137.9500,138.9000,136.9400,137.3900,4720007
2022-11-10,140.2600,141.3700,138.2900,141.2300,5389025
2022-11-11,141.5000,144.1300,140.9600,143.1700,5871264
2022-11-14,142.6300,146.0800,142.1800,144.2000,5245624
2022-11-15,144.0800,146.1609,142.0000,144.3400,4727107
2022-11-16,144.1300,144.9500,144.0081,144.5200,3445302
2022-11-17,143.4100,146.1800,143.2500,146.0900,3955162
2022-11-18,146.5600,148.3100,145.9400,147.6400,4661735
2022-11-21,147.5500,147.9280,146.4500,146.6800,3476208
2022-11-22,147.6000,149.3500,147.0200,149.1000,7062060
2022-11-23,149.1000,150.4600,148.3000,148.7500,3658459
2022-11-25,148.2700,149.4900,148.1010,148.3700,2075156
2022-11-28,147.9800,148.2400,145.9350,146.1800,3538696
2022-11-29,145.9100,147.1668,145.7000,146.4900,2754744
2022-11-30,146.1900,149.6400,145.6700,148.9000,6377582
2022-12-01,149.9800,150.0100,147.3400,149.1600,4495924
2022-12-02,148.1300,149.1600,147.7300,148.6700,2899995
2022-12-05,147.9400,148.9300,146.8000,147.4100,2784767
2022-12-06,147.3000,147.8000,146.7000,147.5000,2847610
2022-12-07,147.3300,148.1050,146.2900,147.2700,3971285
2022-12-08,147.9000,149.1530,147.3650,147.7800,2665687
2022-12-09,147.4000,148.3400,146.9700,147.0500,3047581
2022-12-12,147.8200,149.2100,146.9426,149.2100,4032780
2022-12-13,150.3700,153.2100,149.9500,150.5700,8811553
2022-12-14,150.4700,151.9100,148.4500,149.8600,4205878
2022-12-15,148.5200,148.9800,141.5800,142.3600,6687744
2022-12-16,141.2500,141.9150,138.9700,140.1600,9834427
2022-12-19,140.1600,140.4400,137.1950,138.8700,5282860
2022-12-20,138.8400,141.4250,138.3400,141.2800,5156450
2022-12-21,141.8400,143.0900,140.9750,142.1400,3793700
2022-12-22,140.9500,141.4400,138.6200,140.8800,3337851
2022-12-23,140.5900,141.8565,139.6000,141.6500,2092715
2022-12-27,141.7300,142.7200,141.2300,142.4200,2742525
2022-12-28,142.4000,142.8100,139.9500,140.0200,2539577
2022-12-29,140.5800,142.2600,140.4500,141.0600,2337207
2022-12-30,140.5400,140.9000,139.4500,140.8900,2858110
2023-01-03,141.1000,141.9000,140.4800,141.5500,3338829
2023-01-04,142.0700,143.6150,141.3675,142.6000,3869236
2023-01-05,142.4400,142.4980,140.0100,141.1100,2866648
2023-01-06,142.3800,144.2500,141.5800,143.7000,3574042
2023-01-09,144.0800,145.4700,143.4000,143.5500,3987782
2023-01-10,143.6100,144.8500,142.9000,144.8000,2152172
2023-01-11,145.0000,145.5300,143.4500,145.2600,3268738
2023-01-12,144.8800,146.6600,144.5200,145.5500,2716118
2023-01-13,144.0600,146.1000,144.0100,145.8900,2455786
2023-01-17,146.4200,147.1800,145.0100,145.1900,2986461
2023-01-18,144.4000,144.6780,140.2250,140.4100,6445642
2023-01-19,140.0000,142.2300,139.7500,140.6200,4833924
2023-01-20,141.6700,141.8600,140.5100,141.2000,7153341
2023-01-23,141.4000,142.9850,141.0600,141.8600,5898436
2023-01-24,141.2500,142.7500,140.0000,141.4900,4407622
2023-01-25,140.4700,141.0300,139.3600,140.7600,7347453
2023-01-26,137.5300,138.2700,132.9800,134.4500,17548483
2023-01-27,134.4400,135.4880,133.7701,134.3900,8143146
2023-01-30,134.3200,136.1100,133.9800,135.3000,5375712
2023-01-31,135.5000,135.6500,133.7600,134.7300,7206448
2023-02-01,134.4900,135.7900,132.8000,135.0900,5428898
2023-02-02,135.9600,136.7200,134.8500,136.3900,6107793
2023-02-03,136.3500,136.9500,135.5300,136.9400,3755720
2023-02-06,135.8300,136.3200,134.9500,136.1800,4841300
2023-02-07,135.6700,136.4000,134.4500,135.8400,3737553
2023-02-08,135.7100,136.7400,135.1600,135.9800,4593748
2023-02-09,134.9900,135.7300,133.3400,133.7500,3918817
2023-02-10,133.7800,135.7700,133.5000,135.6000,5049571
2023-02-13,136.0000,137.3900,135.8500,137.3500,4403015
2023-02-14,137.0500,137.2400,135.0500,136.0100,3202172
2023-02-15,135.2000,136.4450,135.0700,136.4000,2507004
2023-02-16,135.5700,135.9672,134.5900,135.0000,2965495
2023-02-17,134.5000,135.5800,133.8900,135.0200,3466184
2023-02-21,134.0000,134.3850,131.6600,131.7100,4257210
2023-02-22,131.9000,131.9900,130.2900,130.9700,3200185
2023-02-23,131.5000,131.7000,128.8600,130.7900,3725648
2023-02-24,129.6200,130.6700,129.2200,130.5700,3015907
2023-02-27,131.4200,131.8700,130.1300,130.4900,2761326
2023-02-28,130.5500,130.6100,129.1400,129.3000,5143133
2023-03-01,128.9000,129.4726,127.7400,128.1900,3760678
2023-03-02,128.3900,129.2200,127.7100,128.9300,3340254
2023-03-03,129.3500,129.9050,128.7700,129.6400,2860286
2023-03-06,129.6400,130.8600,129.5900,130.1900,2982980
2023-03-07,130.2800,130.4200,128.1900,128.2500,3530439
2023-03-08,128.4800,128.7400,127.5450,128.0500,2778798
2023-03-09,128.3000,128.5300,125.9800,126.1600,5478317
2023-03-10,126.1200,127.2900,125.1300,125.4500,5990867
2023-03-13,125.1500,128.1900,124.8500,125.5800,8188369
2023-03-14,126.4900,126.6400,123.2000,124.6500,8114792
2023-03-15,122.9900,123.3500,121.7100,123.2800,5989339
2023-03-16,122.9600,124.8200,121.9200,124.7000,6440023
2023-03-17,124.0800,124.5200,122.9300,123.6900,37400167
2023-03-20,124.3100,126.1600,124.1900,125.9400,4588304
2023-03-21,126.9000,127.1500,125.6600,126.5700,3856345
2023-03-22,127.0000,127.2150,124.0100,124.0500,3549024
2023-03-23,123.8100,124.9300,122.6000,123.3700,4651936
2023-03-24,123.3600,125.4000,122.8800,125.2900,3812644
2023-03-27,126.4700,130.2550,126.4700,129.3100,6524113
2023-03-28,129.1800,129.6600,128.8000,129.3400,2889115
2023-03-29,130.1200,130.3500,129.1800,129.7100,3279846
2023-03-30,130.1600,131.4800,129.1000,129.2200,3561762
2023-03-31,129.4700,131.2300,129.4200,131.0900,4524686
2023-04-03,130.9700,132.6100,130.7700,132.0600,3840139
2023-04-04,131.9900,132.1499,130.8900,131.6000,3382783
2023-04-05,131.3700,132.6100,131.3700,132.1400,2898759
2023-04-06,132.1600,132.6000,130.3150,130.5000,3050581
2023-04-10,129.8300,131.0800,129.2400,131.0300,2614402
2023-04-11,130.5800,131.1050,130.1800,130.4200,3132430
2023-04-12,130.4000,130.8857,128.1700,128.5400,3957542
2023-04-13,128.0100,128.3900,126.0000,127.9000,5621512
2023-04-14,128.4600,129.8400,127.3100,128.1400,4180614
2023-04-17,128.3000,128.7200,126.8000,127.8200,3657929
2023-04-18,128.1400,128.6800,127.3500,127.7800,3193787
2023-04-19,126.5000,126.9800,125.3000,126.3200,7014368
2023-04-20,130.1500,130.9800,125.8400,126.3600,9749618
2023-04-21,126.0000,126.7000,125.2700,125.7300,6725426
2023-04-24,125.5500,126.0500,124.5600,125.4000,4043892
2023-04-25,124.9000,126.1900,124.7600,125.8900,4275396
2023-04-26,125.8100,126.5450,125.1200,125.8500,4058800
2023-04-27,126.3700,127.0200,125.4550,126.9700,3204889
2023-04-28,126.5800,127.2500,125.6400,126.4100,5061247
2023-05-01,126.3500,126.7500,126.0600,126.0900,2724992
2023-05-02,126.3000,126.4500,123.2700,125.1600,4445283
2023-05-03,125.4600,125.5700,123.2600,123.4500,4554212
2023-05-04,123.0300,123.5200,121.7563,122.5700,4468237
2023-05-05,123.1100,124.1000,122.8050,123.6500,4971936
2023-05-08,123.7600,123.9200,122.5500,123.4000,3663818
2023-05-09,121.9000,121.9700,120.6600,121.1700,4540047
2023-05-10,121.9900,122.4900,121.1000,122.0200,4189222
2023-05-11,122.0200,122.2400,120.5500,120.9000,3446452
2023-05-12,121.4100,122.8600,121.1100,122.8400,4564825
2023-05-15,123.0000,123.6881,122.3400,123.3600,2915725
2023-05-16,123.3500,123.8600,122.4500,123.4600,2749125
2023-05-17,123.9400,125.8500,123.4700,125.7100,4515134
2023-05-18,125.3000,126.5100,125.1894,126.1500,3797883
2023-05-19,126.7900,128.2900,126.5500,127.2600,4306657
2023-05-22,127.5000,128.1900,127.1500,127.5000,2806770
2023-05-23,127.2400,129.0900,127.1300,128.1800,4592280
2023-05-24,127.8200,127.9000,125.4700,125.6800,3915505
2023-05-25,125.6100,127.2300,125.0100,126.7600,4102854
2023-05-26,127.0600,129.6600,126.8100,128.8900,5612570
2023-05-30,129.5600,130.0699,128.2600,129.4800,3741050
2023-05-31,128.5100,129.4400,127.4600,128.5900,11086313
2023-06-01,128.4400,130.1450,127.7800,129.8200,4136086
2023-06-02,130.3800,133.1200,130.1500,132.4200,5375796
2023-06-05,133.1200,133.5800,132.2700,132.6400,3993516
2023-06-06,132.4300,132.9400,131.8800,132.6900,3297951
2023-06-07,132.5000,134.4400,132.1900,134.3800,5772024
2023-06-08,134.6900,135.9800,134.0100,134.4100,4128939
2023-06-09,134.3600,136.1000,134.1700,135.3000,3981748
2023-06-12,136.0000,136.6200,135.8216,136.4200,4500120
2023-06-13,136.5100,138.1700,136.0000,137.6000,3927331
2023-06-14,137.8000,138.9300,136.9400,137.2000,4514888
2023-06-15,137.2700,138.8000,137.1750,138.4000,3812582
2023-06-16,139.2300,139.4690,137.4700,137.4800,7473676
2023-06-20,136.3600,137.2300,135.8900,135.9600,4272511
2023-06-21,135.1100,135.3900,133.2900,133.6900,5501272
2023-06-22,131.6800,132.9600,130.6800,131.1700,6013021
2023-06-23,130.4000,130.6200,129.1800,129.4300,11324705
2023-06-26,129.3900,131.4100,129.3100,131.3400,4845649
2023-06-27,131.3000,132.9500,130.8300,132.3400,3219909
2023-06-28,132.0600,132.1700,130.9100,131.7600,2753779
2023-06-29,131.7500,134.3500,131.6900,134.0600,3639836
2023-06-30,134.6900,135.0300,133.4250,133.8100,4236677
2023-07-03,133.4200,134.3500,132.8700,133.6700,1477149
2023-07-05,133.3200,134.3100,132.5900,134.2400,2955870
2023-07-06,133.2350,133.9000,131.5500,132.1600,3508083
2023-07-07,131.7800,133.8550,131.7500,132.0800,2982738
2023-07-10,131.7600,133.0500,131.6950,132.9000,2369425
2023-07-11,133.6600,134.5600,133.2300,134.4400,2925238
2023-07-12,135.0700,135.3300,132.5750,132.8400,3732189
2023-07-13,133.5100,135.0700,133.3600,133.9200,3221422
2023-07-14,133.9100,133.9200,132.9400,133.4000,2861496
2023-07-17,133.2600,134.6100,133.1000,134.2400,3168419
2023-07-18,134.7100,135.9500,134.2900,135.3600,3852058
2023-07-19,135.5300,136.4500,135.1900,135.4800,5519992
2023-07-20,137.1900,140.3200,136.5600,138.3800,10896330
2023-07-21,138.2100,139.7799,137.7600,138.9400,5858741
2023-07-24,139.3500,140.1200,138.7788,139.5400,3475442
2023-07-25,139.4200,140.4300,139.0403,140.3300,3770813
2023-07-26,140.4400,141.2500,139.8800,141.0700,4046441
2023-07-27,142.3000,143.3800,141.9000,142.9700,6331563
2023-07-28,143.4400,143.9500,142.8500,143.4500,6686627
2023-07-31,143.8100,144.6050,143.5300,144.1800,6138902
2023-08-01,144.2500,144.4800,142.1700,143.3300,4798703
2023-08-02,142.7800,144.3000,142.3100,144.1700,4959381
2023-08-03,143.7800,145.2200,143.3116,144.4500,3952640
2023-08-04,145.0900,146.0900,143.9900,144.2400,4223204
2023-08-07,145.0000,146.5000,144.9300,146.1800,3438654
2023-08-08,145.7000,146.1500,144.1100,145.9100,4654582
2023-08-09,144.9400,144.9400,142.3000,142.4900,4073038
2023-08-10,143.0400,144.5800,142.6900,143.2500,4735763
2023-08-11,143.1200,143.4500,142.2050,143.1200,2526433
2023-08-14,143.0500,143.3650,141.8020,141.9100,4226563
2023-08-15,141.5000,142.3100,141.2000,141.8700,3656559
2023-08-16,141.7000,142.0900,140.5600,140.6400,3285347
2023-08-17,141.0100,142.6600,140.6000,140.6600,3742058
2023-08-18,140.0000,141.8300,139.7600,141.4100,3915480
2023-08-21,141.4200,142.3900,141.1100,142.2800,2937781
2023-08-22,142.6600,143.2250,141.3000,141.4900,3557734
2023-08-23,141.7200,143.4750,141.5800,143.4100,2559083
2023-08-24,143.5050,144.4700,143.2200,143.5500,2900244
2023-08-25,144.1800,145.4700,143.5000,145.3500,3660147
2023-08-28,145.4100,146.7400,145.2100,146.0200,3561347
2023-08-29,146.3000,146.7300,145.6200,146.4500,2778113
2023-08-30,146.4200,146.9200,145.7452,146.8600,2245402
2023-08-31,146.9400,147.7275,146.5400,146.8300,3885949
2023-09-01,147.2600,148.1000,146.9200,147.9400,2727796
2023-09-05,147.9100,149.0000,147.5719,148.1300,3731281
2023-09-06,147.6600,148.3300,147.1200,148.0600,2932203
2023-09-07,148.1300,148.7800,147.4000,147.5200,3333040
2023-09-08,147.3500,148.5900,147.2600,147.6800,3722927
2023-09-11,148.5700,148.7800,147.5800,148.3800,3273720
2023-09-12,147.9200,148.0000,145.8000,146.3000,4457695
2023-09-13,145.9500,146.9800,145.9200,146.5500,2627999
2023-09-14,147.3800,147.7300,146.4800,147.3500,2723200
2023-09-15,147.1100,147.8500,145.5300,145.9900,6234033
